coreid,identifier,accessURI,thumbnailAccessURI,goodQualityAccessURI,rights,Owner,UsageTerms,WebStatement,caption,comments,providerManagedID,MetadataDate,format,associatedSpecimenReference,type,subtype,metadataLanguage
21843227,https://wis.botany.wisc.edu/WIS/Magnoliidae2020_01/v0368578WIS.JPG,https://wis.botany.wisc.edu/WIS/Magnoliidae2020_01/v0368578WIS.JPG,http://swbiodiversity.org/imglib/seinet/midwest/WIS/v0368/v0368578WIS_tn.jpg,http://swbiodiversity.org/imglib/seinet/midwest/WIS/v0368/v0368578WIS.JPG,,"University of Wisconsin-Madison, Wisconsin State Herbarium (WIS)",CC BY-NC (Attribution-Non-Commercial),http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:ca8f8625-fed7-4830-aea2-4c459fa0368e,2020-01-29 16:20:42,image/jpeg,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=21843227,StillImage,Photograph,en
21843232,https://wis.botany.wisc.edu/WIS/Magnoliidae2020_01/v0368579WIS.JPG,https://wis.botany.wisc.edu/WIS/Magnoliidae2020_01/v0368579WIS.JPG,http://swbiodiversity.org/imglib/seinet/midwest/WIS/v0368/v0368579WIS_tn.jpg,http://swbiodiversity.org/imglib/seinet/midwest/WIS/v0368/v0368579WIS.JPG,,"University of Wisconsin-Madison, Wisconsin State Herbarium (WIS)",CC BY-NC (Attribution-Non-Commercial),http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:1a1e97cb-1289-42ae-b679-7d2ae3d8cb63,2020-01-29 16:20:44,image/jpeg,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=21843232,StillImage,Photograph,en
4024483,https://api.idigbio.org/v2/media/11d916abf3c47f2e1f9d7d8b440de72f,https://api.idigbio.org/v2/media/11d916abf3c47f2e1f9d7d8b440de72f,https://api.idigbio.org/v2/media/11d916abf3c47f2e1f9d7d8b440de72f?size=thumbnail,https://api.idigbio.org/v2/media/11d916abf3c47f2e1f9d7d8b440de72f?size=webview,,University of New Mexico Herbarium (UNM-Vascular Plants),CC BY-NC (Attribution-Non-Commercial),http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:e76b32e3-6fb0-4324-a927-4c1d6ee27ae2,2019-10-01 22:16:42,image/jpeg,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=4024483,StillImage,Photograph,en
7386070,https://serv.biokic.asu.edu/imglib/h_seinet/seinet/ASU_Plants/201509/ASU0089121_1441836030_lg.jpg,https://serv.biokic.asu.edu/imglib/h_seinet/seinet/ASU_Plants/201509/ASU0089121_1441836030_lg.jpg,https://serv.biokic.asu.edu/imglib/h_seinet/seinet/misc/201509/ASU0089121_1441836030_1443118579_tn.jpg,https://serv.biokic.asu.edu/imglib/h_seinet/seinet/ASU_Plants/201509/ASU0089121_1441836030.jpg,,Arizona State University Vascular Plant Herbarium (ASU-Plants),CC BY-NC (Attribution-Non-Commercial),http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:fa2ced65-0e94-4d48-a91f-e73a3a50e9e9,2015-09-09 18:00:31,image/jpeg,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=7386070,StillImage,Photograph,en
7386085,https://serv.biokic.asu.edu/imglib/h_seinet/seinet/ASU_Plants/201509/ASU0089122_1441836295_lg.jpg,https://serv.biokic.asu.edu/imglib/h_seinet/seinet/ASU_Plants/201509/ASU0089122_1441836295_lg.jpg,https://serv.biokic.asu.edu/imglib/h_seinet/seinet/misc/201509/ASU0089122_1441836295_1443118580_tn.jpg,https://serv.biokic.asu.edu/imglib/h_seinet/seinet/ASU_Plants/201509/ASU0089122_1441836295.jpg,,Arizona State University Vascular Plant Herbarium (ASU-Plants),CC BY-NC (Attribution-Non-Commercial),http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:704373c0-8934-4187-83ce-ea57cced0ce6,2015-09-09 18:04:55,image/jpeg,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=7386085,StillImage,Photograph,en
7386093,https://serv.biokic.asu.edu/imglib/h_seinet/seinet/ASU_Plants/201509/ASU0089123_1441836438_lg.jpg,https://serv.biokic.asu.edu/imglib/h_seinet/seinet/ASU_Plants/201509/ASU0089123_1441836438_lg.jpg,https://serv.biokic.asu.edu/imglib/h_seinet/seinet/misc/201509/ASU0089123_1441836438_1443118581_tn.jpg,https://serv.biokic.asu.edu/imglib/h_seinet/seinet/ASU_Plants/201509/ASU0089123_1441836438.jpg,,Arizona State University Vascular Plant Herbarium (ASU-Plants),CC BY-NC (Attribution-Non-Commercial),http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:4a0e8ae3-c532-47d4-ba25-caaefccb36a1,2015-09-09 18:07:18,image/jpeg,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=7386093,StillImage,Photograph,en
2047276,https://serv.biokic.asu.edu/imglib/h_seinet/seinet/DES/DES00001/DES00001480_lg.jpg,https://serv.biokic.asu.edu/imglib/h_seinet/seinet/DES/DES00001/DES00001480_lg.jpg,https://serv.biokic.asu.edu/imglib/h_seinet/seinet/DES/DES00001/DES00001480_tn.jpg,https://serv.biokic.asu.edu/imglib/h_seinet/seinet/DES/DES00001/DES00001480.jpg,,Desert Botanical Garden Herbarium (DES),CC BY-NC (Attribution-Non-Commercial),http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:a3a67a95-66f6-4141-9559-f21f17cc7a65,2013-01-23 16:16:32,image/jpeg,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=2047276,StillImage,Photograph,en
12647411,https://api.idigbio.org/v2/media/4d66c21b66daf0b05a728e5ecc6f53da?size=fullsize,https://api.idigbio.org/v2/media/4d66c21b66daf0b05a728e5ecc6f53da?size=fullsize,https://api.idigbio.org/v2/media/4d66c21b66daf0b05a728e5ecc6f53da?size=thumbnail,https://api.idigbio.org/v2/media/4d66c21b66daf0b05a728e5ecc6f53da?size=webview,,Arizona State University Vascular Plant Herbarium (ASU-Plants),CC BY-NC (Attribution-Non-Commercial),http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:a6b5ca86-f669-4134-8e0b-64e7918c4b63,2016-12-13 14:26:01,image/jpeg,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=12647411,StillImage,Photograph,en
1102408,https://serv.biokic.asu.edu/imglib/h_seinet/seinet/DES/DES00058/DES00058025_lg.jpg,https://serv.biokic.asu.edu/imglib/h_seinet/seinet/DES/DES00058/DES00058025_lg.jpg,https://serv.biokic.asu.edu/imglib/h_seinet/seinet/DES/DES00058/DES00058025_tn.jpg,https://serv.biokic.asu.edu/imglib/h_seinet/seinet/DES/DES00058/DES00058025.jpg,,Desert Botanical Garden Herbarium (DES),CC BY-NC (Attribution-Non-Commercial),http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:c000532f-d390-4b74-b361-a7021a81974e,2013-08-30 17:49:11,image/jpeg,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1102408,StillImage,Photograph,en
10289412,http://storage.idigbio.org/portals/seinet/arizona/ASU_Plants/ASU0099/ASU0099418_1466960929_lg.jpg,http://storage.idigbio.org/portals/seinet/arizona/ASU_Plants/ASU0099/ASU0099418_1466960929_lg.jpg,http://storage.idigbio.org/portals/seinet/arizona/ASU_Plants/ASU0099/ASU0099418_1466960929_tn.jpg,http://storage.idigbio.org/portals/seinet/arizona/ASU_Plants/ASU0099/ASU0099418_1466960929.jpg,,Arizona State University Vascular Plant Herbarium (ASU-Plants),CC BY-NC (Attribution-Non-Commercial),http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:9c04796c-7390-4867-a120-0c9101bad60e,2016-06-26 13:08:50,image/jpeg,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=10289412,StillImage,Photograph,en
12647438,https://api.idigbio.org/v2/media/1ec396c1b499d936948486122bd1b8f9?size=fullsize,https://api.idigbio.org/v2/media/1ec396c1b499d936948486122bd1b8f9?size=fullsize,https://api.idigbio.org/v2/media/1ec396c1b499d936948486122bd1b8f9?size=thumbnail,https://api.idigbio.org/v2/media/1ec396c1b499d936948486122bd1b8f9?size=webview,,Arizona State University Vascular Plant Herbarium (ASU-Plants),CC BY-NC (Attribution-Non-Commercial),http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:4291ed13-4a24-470a-8026-e16b22096e51,2016-12-13 14:26:05,image/jpeg,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=12647438,StillImage,Photograph,en
3069576,https://serv.biokic.asu.edu/imglib/h_seinet/seinet/ASU/ASU0054/ASU0054425_lg.jpg,https://serv.biokic.asu.edu/imglib/h_seinet/seinet/ASU/ASU0054/ASU0054425_lg.jpg,https://serv.biokic.asu.edu/imglib/h_seinet/seinet/ASU/ASU0054/ASU0054425_tn.jpg,https://serv.biokic.asu.edu/imglib/h_seinet/seinet/ASU/ASU0054/ASU0054425.jpg,,Arizona State University Vascular Plant Herbarium (ASU-Plants),CC BY-NC (Attribution-Non-Commercial),http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:78a7d237-d934-4858-9b0a-43203c4e9beb,2012-08-28 20:11:23,image/jpeg,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3069576,StillImage,Photograph,en
4604355,https://serv.biokic.asu.edu/imglib/h_seinet/seinet/ASU/ASU0078/ASU0078782_lg.jpg,https://serv.biokic.asu.edu/imglib/h_seinet/seinet/ASU/ASU0078/ASU0078782_lg.jpg,https://serv.biokic.asu.edu/imglib/h_seinet/seinet/ASU/ASU0078/ASU0078782_tn.jpg,https://serv.biokic.asu.edu/imglib/h_seinet/seinet/ASU/ASU0078/ASU0078782.jpg,,Arizona State University Vascular Plant Herbarium (ASU-Plants),CC BY-NC (Attribution-Non-Commercial),http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:707f7276-1222-4fc0-aa81-9db392d2d00a,2014-09-02 11:36:59,image/jpeg,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=4604355,StillImage,Photograph,en
2057202,https://serv.biokic.asu.edu/imglib/h_seinet/seinet/DES/DES00030/DES00030291_lg.jpg,https://serv.biokic.asu.edu/imglib/h_seinet/seinet/DES/DES00030/DES00030291_lg.jpg,https://serv.biokic.asu.edu/imglib/h_seinet/seinet/DES/DES00030/DES00030291_tn.jpg,https://serv.biokic.asu.edu/imglib/h_seinet/seinet/DES/DES00030/DES00030291.jpg,,Desert Botanical Garden Herbarium (DES),CC BY-NC (Attribution-Non-Commercial),http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:46050844-9cf1-4d9d-bfd3-eaa99186b230,2013-09-04 14:59:28,image/jpeg,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=2057202,StillImage,Photograph,en
2059603,https://serv.biokic.asu.edu/imglib/h_seinet/seinet/DES/DES00059/DES00059957_lg.jpg,https://serv.biokic.asu.edu/imglib/h_seinet/seinet/DES/DES00059/DES00059957_lg.jpg,https://serv.biokic.asu.edu/imglib/h_seinet/seinet/DES/DES00059/DES00059957_tn.jpg,https://serv.biokic.asu.edu/imglib/h_seinet/seinet/DES/DES00059/DES00059957.jpg,,Desert Botanical Garden Herbarium (DES),CC BY-NC (Attribution-Non-Commercial),http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:cacb9270-172d-403f-b347-80c79483ed0d,2013-09-04 15:14:35,image/jpeg,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=2059603,StillImage,Photograph,en
2067455,https://serv.biokic.asu.edu/imglib/h_seinet/seinet/DES/DES00063/DES00063031_lg.jpg,https://serv.biokic.asu.edu/imglib/h_seinet/seinet/DES/DES00063/DES00063031_lg.jpg,https://serv.biokic.asu.edu/imglib/h_seinet/seinet/DES/DES00063/DES00063031_tn.jpg,https://serv.biokic.asu.edu/imglib/h_seinet/seinet/DES/DES00063/DES00063031.jpg,,Desert Botanical Garden Herbarium (DES),CC BY-NC (Attribution-Non-Commercial),http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:f46607fd-deff-4ea2-add8-15682a525c7f,2013-09-04 15:16:58,image/jpeg,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=2067455,StillImage,Photograph,en
10289590,http://storage.idigbio.org/portals/seinet/arizona/ASU_Plants/ASU0099/ASU0099454_1466965784_lg.jpg,http://storage.idigbio.org/portals/seinet/arizona/ASU_Plants/ASU0099/ASU0099454_1466965784_lg.jpg,http://storage.idigbio.org/portals/seinet/arizona/ASU_Plants/ASU0099/ASU0099454_1466965784_tn.jpg,http://storage.idigbio.org/portals/seinet/arizona/ASU_Plants/ASU0099/ASU0099454_1466965784.jpg,,Arizona State University Vascular Plant Herbarium (ASU-Plants),CC BY-NC (Attribution-Non-Commercial),http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:cddf39d5-851b-4381-90b2-e947d19127cf,2016-06-26 14:29:44,image/jpeg,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=10289590,StillImage,Photograph,en
10289591,http://storage.idigbio.org/portals/seinet/arizona/ASU_Plants/ASU0099/ASU0099455_1466965887_lg.jpg,http://storage.idigbio.org/portals/seinet/arizona/ASU_Plants/ASU0099/ASU0099455_1466965887_lg.jpg,http://storage.idigbio.org/portals/seinet/arizona/ASU_Plants/ASU0099/ASU0099455_1466965887_tn.jpg,http://storage.idigbio.org/portals/seinet/arizona/ASU_Plants/ASU0099/ASU0099455_1466965887.jpg,,Arizona State University Vascular Plant Herbarium (ASU-Plants),CC BY-NC (Attribution-Non-Commercial),http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:0e36daab-d09c-4fd1-a52f-2460192365d0,2016-06-26 14:31:28,image/jpeg,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=10289591,StillImage,Photograph,en
1101660,https://serv.biokic.asu.edu/imglib/h_seinet/seinet/DES/DES00056/DES00056456_lg.jpg,https://serv.biokic.asu.edu/imglib/h_seinet/seinet/DES/DES00056/DES00056456_lg.jpg,https://serv.biokic.asu.edu/imglib/h_seinet/seinet/DES/DES00056/DES00056456_tn.jpg,https://serv.biokic.asu.edu/imglib/h_seinet/seinet/DES/DES00056/DES00056456.jpg,,Desert Botanical Garden Herbarium (DES),CC BY-NC (Attribution-Non-Commercial),http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:efa6c996-9491-4e38-965c-35ddb0cbeb12,2013-09-04 15:10:33,image/jpeg,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1101660,StillImage,Photograph,en
2050251,https://serv.biokic.asu.edu/imglib/h_seinet/seinet/DES/DES00056/DES00056455_lg.jpg,https://serv.biokic.asu.edu/imglib/h_seinet/seinet/DES/DES00056/DES00056455_lg.jpg,https://serv.biokic.asu.edu/imglib/h_seinet/seinet/DES/DES00056/DES00056455_tn.jpg,https://serv.biokic.asu.edu/imglib/h_seinet/seinet/DES/DES00056/DES00056455.jpg,,Desert Botanical Garden Herbarium (DES),CC BY-NC (Attribution-Non-Commercial),http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:f12ef3a2-30b9-455d-9f54-fe6cbc0eaed9,2013-09-04 15:05:56,image/jpeg,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=2050251,StillImage,Photograph,en
889148,http://db.herbarium.arizona.edu/images/ARIZ/368/ariz368696_lg.jpg,http://db.herbarium.arizona.edu/images/ARIZ/368/ariz368696_lg.jpg,http://db.herbarium.arizona.edu/images/ARIZ/368/ariz368696_tn.jpg,http://db.herbarium.arizona.edu/images/ARIZ/368/ariz368696.jpg,,University of Arizona Herbarium (ARIZ),CC BY-NC (Attribution-Non-Commercial),http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:ed13e23a-ddad-4c84-9de6-46203e87392f,2014-12-23 15:15:40,image/jpeg,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=889148,StillImage,Photograph,en
889148,http://db.herbarium.arizona.edu/images/ARIZ/368/ariz368696_lg.jpg,http://db.herbarium.arizona.edu/images/ARIZ/368/ariz368696_lg.jpg,,,,University of Arizona Herbarium (ARIZ),CC BY-NC (Attribution-Non-Commercial),http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:87ab9d48-3b5b-4786-b577-a9bf18d03707,2019-12-20 19:11:30,image/jpeg,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=889148,StillImage,Photograph,en
1878862,https://serv.biokic.asu.edu/imglib/madrean/maba/flora/MABA/201104/Echinocereus_leucanthus-F.jpg,https://serv.biokic.asu.edu/imglib/madrean/maba/flora/MABA/201104/Echinocereus_leucanthus-F.jpg,https://serv.biokic.asu.edu/imglib/madrean/maba/flora/MABA/201104/Echinocereus_leucanthus-Ftn.jpg,https://serv.biokic.asu.edu/imglib/madrean/maba/flora/MABA/201104/Echinocereus_leucanthus-F.jpg,,Madrean Archipelago Biodiversity Assessment Observations (MABA-Plants),CC BY-NC (Attribution-Non-Commercial),http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:9f1e7e13-e56c-4dc2-adcb-4d7795fbdbad,2011-04-22 13:11:51,image/jpeg,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1878862,StillImage,Photograph,en
1878862,https://serv.biokic.asu.edu/imglib/madrean/maba/flora/MABA/201104/Echinocereus_leucanthus-F_0.jpg,https://serv.biokic.asu.edu/imglib/madrean/maba/flora/MABA/201104/Echinocereus_leucanthus-F_0.jpg,https://serv.biokic.asu.edu/imglib/madrean/maba/flora/MABA/201104/Echinocereus_leucanthus-F_0tn.jpg,https://serv.biokic.asu.edu/imglib/madrean/maba/flora/MABA/201104/Echinocereus_leucanthus-F_0.jpg,,Madrean Archipelago Biodiversity Assessment Observations (MABA-Plants),CC BY-NC (Attribution-Non-Commercial),http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:21c8013c-07be-49aa-884b-8548dcdb570b,2011-04-22 13:12:39,image/jpeg,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1878862,StillImage,Photograph,en
2145292,https://serv.biokic.asu.edu/imglib/h_seinet/seinet/ASU/ASU0053/ASU0053164_lg.jpg,https://serv.biokic.asu.edu/imglib/h_seinet/seinet/ASU/ASU0053/ASU0053164_lg.jpg,https://serv.biokic.asu.edu/imglib/h_seinet/seinet/ASU/ASU0053/ASU0053164_tn.jpg,https://serv.biokic.asu.edu/imglib/h_seinet/seinet/ASU/ASU0053/ASU0053164.jpg,,Arizona State University Vascular Plant Herbarium (ASU-Plants),CC BY-NC (Attribution-Non-Commercial),http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:76fcdd99-511e-4407-85d2-56e5d9d4706d,2012-08-28 19:50:03,image/jpeg,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=2145292,StillImage,Photograph,en
965013,http://db.herbarium.arizona.edu/images/ARIZ/319/ariz319436_lg.jpg,http://db.herbarium.arizona.edu/images/ARIZ/319/ariz319436_lg.jpg,http://db.herbarium.arizona.edu/images/ARIZ/319/ariz319436_tn.jpg,http://db.herbarium.arizona.edu/images/ARIZ/319/ariz319436.jpg,,University of Arizona Herbarium (ARIZ),CC BY-NC (Attribution-Non-Commercial),http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:9b125a14-0cf1-42f0-86fa-373b6c7e31bd,2014-12-23 15:15:40,image/jpeg,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=965013,StillImage,Photograph,en
965013,http://db.herbarium.arizona.edu/images/ARIZ/319/ariz319436_lg.jpg,http://db.herbarium.arizona.edu/images/ARIZ/319/ariz319436_lg.jpg,,,,University of Arizona Herbarium (ARIZ),CC BY-NC (Attribution-Non-Commercial),http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:8909eecd-0de9-45e2-9d68-7ab16745e5d3,2019-12-20 19:11:30,image/jpeg,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=965013,StillImage,Photograph,en
965014,http://db.herbarium.arizona.edu/images/ARIZ/224/ariz224620_lg.jpg,http://db.herbarium.arizona.edu/images/ARIZ/224/ariz224620_lg.jpg,http://db.herbarium.arizona.edu/images/ARIZ/224/ariz224620_tn.jpg,http://db.herbarium.arizona.edu/images/ARIZ/224/ariz224620.jpg,,University of Arizona Herbarium (ARIZ),CC BY-NC (Attribution-Non-Commercial),http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:5aba85f4-28b0-4c04-a293-4cd650ad93a5,2014-12-23 15:15:40,image/jpeg,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=965014,StillImage,Photograph,en
965014,http://db.herbarium.arizona.edu/images/ARIZ/224/ariz224620_lg.jpg,http://db.herbarium.arizona.edu/images/ARIZ/224/ariz224620_lg.jpg,,,,University of Arizona Herbarium (ARIZ),CC BY-NC (Attribution-Non-Commercial),http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:8574e662-20dd-446b-9aac-fe31c81a7666,2019-12-20 19:11:30,image/jpeg,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=965014,StillImage,Photograph,en
1876015,https://serv.biokic.asu.edu/imglib/madrean/maba/flora/MABA/201111/Echinocereus_scopulorum-T.jpg,https://serv.biokic.asu.edu/imglib/madrean/maba/flora/MABA/201111/Echinocereus_scopulorum-T.jpg,https://serv.biokic.asu.edu/imglib/madrean/maba/flora/MABA/201111/Echinocereus_scopulorum-Ttn.jpg,https://serv.biokic.asu.edu/imglib/madrean/maba/flora/MABA/201111/Echinocereus_scopulorum-T.jpg,,Madrean Archipelago Biodiversity Assessment Observations (MABA-Plants),CC BY-NC (Attribution-Non-Commercial),http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:774cbe1a-1747-4ed5-9e7b-322fece5e0f9,2011-11-21 12:43:19,image/jpeg,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1876015,StillImage,Photograph,en
1876015,https://serv.biokic.asu.edu/imglib/madrean/maba/flora/MABA/201111/Echinocereus_scopulorum-T_0.jpg,https://serv.biokic.asu.edu/imglib/madrean/maba/flora/MABA/201111/Echinocereus_scopulorum-T_0.jpg,https://serv.biokic.asu.edu/imglib/madrean/maba/flora/MABA/201111/Echinocereus_scopulorum-T_0tn.jpg,https://serv.biokic.asu.edu/imglib/madrean/maba/flora/MABA/201111/Echinocereus_scopulorum-T_0.jpg,,Madrean Archipelago Biodiversity Assessment Observations (MABA-Plants),CC BY-NC (Attribution-Non-Commercial),http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:071ae54f-e29a-4bb3-96c7-e5e3ddc931ad,2011-11-21 12:43:52,image/jpeg,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1876015,StillImage,Photograph,en
1876015,https://serv.biokic.asu.edu/imglib/madrean/maba/flora/MABA/201111/Echinocereus_scopulorum-T_1.jpg,https://serv.biokic.asu.edu/imglib/madrean/maba/flora/MABA/201111/Echinocereus_scopulorum-T_1.jpg,https://serv.biokic.asu.edu/imglib/madrean/maba/flora/MABA/201111/Echinocereus_scopulorum-T_1tn.jpg,https://serv.biokic.asu.edu/imglib/madrean/maba/flora/MABA/201111/Echinocereus_scopulorum-T_1.jpg,,Madrean Archipelago Biodiversity Assessment Observations (MABA-Plants),CC BY-NC (Attribution-Non-Commercial),http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:49004be6-22ff-4e0a-834f-43a9248ab53d,2011-11-21 12:44:29,image/jpeg,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1876015,StillImage,Photograph,en
1876015,https://serv.biokic.asu.edu/imglib/madrean/maba/flora/MABA/201111/Echinocereus_scopulorum-T_2.jpg,https://serv.biokic.asu.edu/imglib/madrean/maba/flora/MABA/201111/Echinocereus_scopulorum-T_2.jpg,https://serv.biokic.asu.edu/imglib/madrean/maba/flora/MABA/201111/Echinocereus_scopulorum-T_2tn.jpg,https://serv.biokic.asu.edu/imglib/madrean/maba/flora/MABA/201111/Echinocereus_scopulorum-T_2.jpg,,Madrean Archipelago Biodiversity Assessment Observations (MABA-Plants),CC BY-NC (Attribution-Non-Commercial),http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:46eb139d-3f95-449d-a732-243ee461fec8,2011-11-21 12:45:07,image/jpeg,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1876015,StillImage,Photograph,en
965023,http://db.herbarium.arizona.edu/images/ARIZ/273/ariz273313_lg.jpg,http://db.herbarium.arizona.edu/images/ARIZ/273/ariz273313_lg.jpg,http://db.herbarium.arizona.edu/images/ARIZ/273/ariz273313_tn.jpg,http://db.herbarium.arizona.edu/images/ARIZ/273/ariz273313.jpg,,University of Arizona Herbarium (ARIZ),CC BY-NC (Attribution-Non-Commercial),http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:6ec74b4e-f88a-4a99-924b-c4a50166ee4b,2014-12-23 15:15:40,image/jpeg,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=965023,StillImage,Photograph,en
965023,http://db.herbarium.arizona.edu/images/ARIZ/273/ariz273313_lg.jpg,http://db.herbarium.arizona.edu/images/ARIZ/273/ariz273313_lg.jpg,,,,University of Arizona Herbarium (ARIZ),CC BY-NC (Attribution-Non-Commercial),http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:43305a12-5587-478b-93da-0244e57accd5,2019-12-20 19:11:30,image/jpeg,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=965023,StillImage,Photograph,en
965025,http://db.herbarium.arizona.edu/images/ARIZ/83/ariz83698_lg.jpg,http://db.herbarium.arizona.edu/images/ARIZ/83/ariz83698_lg.jpg,http://db.herbarium.arizona.edu/images/ARIZ/83/ariz83698_tn.jpg,http://db.herbarium.arizona.edu/images/ARIZ/83/ariz83698.jpg,,University of Arizona Herbarium (ARIZ),CC BY-NC (Attribution-Non-Commercial),http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:e6ecd451-0295-4e77-81d9-5c522d94933d,2014-12-23 15:15:40,image/jpeg,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=965025,StillImage,Photograph,en
965025,http://db.herbarium.arizona.edu/images/ARIZ/83/ariz83698_lg.jpg,http://db.herbarium.arizona.edu/images/ARIZ/83/ariz83698_lg.jpg,,,,University of Arizona Herbarium (ARIZ),CC BY-NC (Attribution-Non-Commercial),http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:ddb82f52-4ce2-4dd9-9d91-11f24da2e0a6,2019-12-20 19:11:30,image/jpeg,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=965025,StillImage,Photograph,en
3000830,https://serv.biokic.asu.edu/imglib/h_seinet/seinet/ASU/ASU0053/ASU0053904_lg.jpg,https://serv.biokic.asu.edu/imglib/h_seinet/seinet/ASU/ASU0053/ASU0053904_lg.jpg,https://serv.biokic.asu.edu/imglib/h_seinet/seinet/ASU/ASU0053/ASU0053904_tn.jpg,https://serv.biokic.asu.edu/imglib/h_seinet/seinet/ASU/ASU0053/ASU0053904.jpg,,Arizona State University Vascular Plant Herbarium (ASU-Plants),CC BY-NC (Attribution-Non-Commercial),http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:525b0508-7636-4029-8f88-ebfda5f2d9d2,2012-08-28 19:59:00,image/jpeg,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3000830,StillImage,Photograph,en
